Customer_ID,Call_Duration_sec,Data_Usage_MB,Plan_Type,Monthly_Bill,Network_Type,City,State,Num_Calls,Num_SMS,Service_Requests
708ddb74,2516,342.43,Prepaid,134.55,4G,Dallas,TX,172,184,10
42af0094,852,3654.22,Prepaid,144.77,3G,Chicago,IL,436,65,6
a6087ba8,1557,888.55,Postpaid,41.05,3G,Dallas,TX,134,125,8
abe40f84,598,3015.88,Prepaid,92.54,5G,Phoenix,AZ,73,254,3
0ab07fc7,1635,424.29,Prepaid,127.8,4G,San Jose,CA,394,39,10
07dbb36f,146,430.44,Postpaid,137.88,5G,San Jose,CA,312,140,3
874b5f16,1376,3059.14,Postpaid,97.45,3G,Phoenix,AZ,214,273,4
069442a9,2977,2434.62,Prepaid,159.47,5G,San Jose,CA,223,8,2
c3a1b5ac,100,522.22,Postpaid,137.18,3G,San Diego,CA,385,2,0
ad92a198,2507,555.85,Prepaid,13.26,3G,San Jose,CA,56,141,10
3da8baf0,2108,53.97,Prepaid,62.38,3G,Phoenix,AZ,32,22,3
8b6b799b,528,1189.38,Prepaid,164.16,4G,Phoenix,AZ,473,162,2
d357267f,384,1054.77,Prepaid,179.25,4G,New York,NY,132,297,4
ba687677,1840,436.93,Postpaid,53.77,3G,San Diego,CA,16,278,5
5c10ce61,1016,2571.97,Postpaid,138.2,3G,Dallas,TX,203,230,10
1e37b6a9,2965,3964.92,Postpaid,153.65,5G,Houston,TX,175,171,4
0b234296,2584,4717.74,Prepaid,113.18,4G,San Jose,CA,382,130,3
3c330686,1183,1179.8,Postpaid,112.66,4G,San Jose,CA,437,13,6
0b0684ac,2773,2014.16,Prepaid,188.14,5G,New York,NY,203,154,8
735e47fb,257,1398.44,Postpaid,14.09,4G,Houston,TX,449,83,3
2b5c3727,1676,3807.86,Prepaid,198.25,3G,San Diego,CA,113,168,0
7e803773,3588,1271.4,Postpaid,57.63,4G,San Jose,CA,476,11,4
7d2fc8e5,2643,609.69,Prepaid,22.01,5G,New York,NY,129,222,1
b9fd89b7,2879,3739.63,Postpaid,89.86,4G,San Jose,CA,66,102,2
69e01a3f,1902,2635.56,Postpaid,167.15,4G,San Antonio,TX,26,290,0
a882dd35,1995,559.73,Postpaid,108.67,5G,New York,NY,340,240,0
ad5dfe3f,3401,1206.22,Postpaid,35.01,3G,Dallas,TX,475,234,4
06965855,2607,959.02,Prepaid,103.79,4G,Chicago,IL,440,221,8
bb617b95,1778,1107.55,Postpaid,61.71,3G,San Antonio,TX,236,73,4
829c3e9f,2720,3371.88,Postpaid,182.17,3G,Chicago,IL,478,52,7
4aa36eb1,2568,649.65,Postpaid,19.36,4G,Phoenix,AZ,74,70,0
a2e58851,1187,2322.74,Prepaid,147.53,4G,San Diego,CA,20,105,7
28bd0a31,2478,3196.82,Prepaid,70.54,4G,Chicago,IL,193,164,2
eeaf9833,1060,4568.9,Postpaid,89.12,4G,Philadelphia,PA,63,112,2
65e7ba3d,1088,2177.54,Postpaid,152.15,4G,San Antonio,TX,461,169,6
8eadf232,2798,4074.68,Prepaid,169.56,5G,San Jose,CA,227,133,3
cfcc7a2c,287,2563.96,Postpaid,71.65,5G,Los Angeles,CA,203,292,0
6ee4408d,3382,1133.35,Postpaid,160.71,5G,New York,NY,19,87,1
8277d95f,234,358.67,Postpaid,57.99,4G,San Antonio,TX,298,61,9
8e86be6b,2631,4417.68,Prepaid,19.66,5G,Los Angeles,CA,498,291,8
0188e36e,1666,1636.34,Prepaid,17.89,5G,Dallas,TX,176,149,8
2cdc4e27,3217,98.73,Prepaid,81.26,5G,New York,NY,86,4,10
b90a60e9,2390,3266.08,Postpaid,158.82,4G,Philadelphia,PA,49,185,6
48cb8170,2600,1032.08,Prepaid,64.38,4G,San Diego,CA,499,171,8
74b41003,2249,4851.04,Prepaid,166.95,5G,Los Angeles,CA,318,3,3
493abc47,2459,3413.98,Prepaid,194.54,4G,Philadelphia,PA,397,82,2
a9541743,1143,4455.98,Postpaid,73.11,5G,Los Angeles,CA,30,52,9
c94609fb,3207,4478.72,Prepaid,10.56,4G,Philadelphia,PA,274,289,4
637c7bd6,714,9.58,Prepaid,88.24,3G,Chicago,IL,419,25,9
4bd5b91f,3423,106.9,Postpaid,148.98,4G,San Antonio,TX,110,194,10
b99e14cb,2542,432.95,Postpaid,86.54,5G,Dallas,TX,99,122,8
80549748,2460,2380.37,Prepaid,61.07,3G,Dallas,TX,355,12,0
35a96aee,1096,1768.8,Prepaid,84.88,3G,San Diego,CA,309,254,1
00863260,3152,1460.64,Prepaid,106.77,5G,San Diego,CA,270,261,3
fc99318b,2818,271.05,Prepaid,134.93,4G,San Diego,CA,496,149,10
2f0b7beb,76,3091.32,Postpaid,34.43,3G,San Jose,CA,293,221,10
5dc0fd04,2777,4284.75,Postpaid,107.7,5G,San Diego,CA,423,114,7
0aeaebb0,1731,2453.86,Prepaid,23.32,5G,Dallas,TX,69,227,9
fe136df4,3350,2028.98,Postpaid,168.71,5G,Chicago,IL,322,0,3
fa379caa,597,972.03,Prepaid,127.29,5G,San Jose,CA,232,247,7
77552c6a,1489,1998.69,Prepaid,167.79,5G,Houston,TX,433,136,5
7707f03f,490,2698.18,Postpaid,91.04,5G,San Antonio,TX,141,110,0
d72c2271,1132,3411.48,Postpaid,72.51,5G,Los Angeles,CA,420,9,9
ad719f4c,1546,1610.59,Prepaid,139.86,5G,San Antonio,TX,91,195,2
4a2c4ecd,2173,3113.44,Postpaid,144.47,5G,Dallas,TX,3,61,6
d3cc817c,83,879.91,Prepaid,10.35,5G,Houston,TX,443,190,10
17592c21,2287,723.55,Prepaid,155.13,3G,San Diego,CA,240,259,10
2875a3c6,1124,1940.44,Postpaid,156.12,4G,New York,NY,236,193,0
473cd174,3496,770.49,Prepaid,195.18,3G,Los Angeles,CA,492,86,0
511dff58,1296,242.13,Prepaid,148.88,4G,San Antonio,TX,358,260,2
10db3c35,3272,348.15,Postpaid,190.8,4G,Houston,TX,252,59,9
08c600da,1707,4597.99,Prepaid,197.23,5G,Phoenix,AZ,157,92,9
978b8a7c,2168,4614.8,Postpaid,188.77,4G,San Jose,CA,56,227,6
05e66290,1656,442.94,Postpaid,91.12,5G,Phoenix,AZ,498,21,1
23a90ecd,2537,2367.63,Prepaid,97.69,4G,San Antonio,TX,420,95,4
7bb575b6,943,799.96,Prepaid,57.24,5G,Los Angeles,CA,468,199,8
352265e6,2273,1269.6,Postpaid,153.28,4G,Philadelphia,PA,401,65,8
1f9afed0,1202,909.75,Prepaid,13.4,4G,San Jose,CA,479,265,7
497027e3,3135,3129.73,Postpaid,19.37,3G,Chicago,IL,139,39,9
85012852,2829,1118.05,Prepaid,81.88,4G,San Antonio,TX,499,165,5
9525e92e,374,2069.53,Postpaid,186.11,4G,San Jose,CA,444,45,7
177412cb,2352,3604.6,Postpaid,45.09,3G,Dallas,TX,427,278,2
720819fc,2799,3973.28,Prepaid,71.39,5G,Philadelphia,PA,131,282,7
f92e974c,155,1409.4,Prepaid,110.5,5G,Chicago,IL,52,286,4
e6d65b71,1917,4203.23,Prepaid,163.14,3G,New York,NY,107,57,4
cafec5ca,2019,3744.02,Prepaid,86.69,5G,Los Angeles,CA,56,155,1
f4247e6a,2759,2836.26,Prepaid,26.94,4G,Los Angeles,CA,213,156,8
5345f354,2472,619.87,Prepaid,100.57,5G,San Antonio,TX,215,197,0
66ed8f94,2051,1317.82,Prepaid,48.48,3G,Phoenix,AZ,173,152,1
dd3a962b,2126,1637.46,Postpaid,139.08,3G,Houston,TX,384,124,7
9facab8a,866,1075.0,Postpaid,39.84,5G,New York,NY,466,198,1
c2e1aa95,2306,781.64,Prepaid,166.24,3G,San Antonio,TX,442,54,9
78df5654,1332,644.34,Postpaid,187.13,4G,New York,NY,405,201,3
194e110d,272,4106.15,Prepaid,22.63,3G,Philadelphia,PA,79,101,2
6e6b6757,2479,1774.97,Prepaid,41.01,4G,Chicago,IL,366,19,4
074c4354,2397,1375.06,Postpaid,169.75,5G,San Antonio,TX,86,178,6
3261194f,3224,4614.54,Postpaid,89.32,3G,New York,NY,344,285,6
4cc5f5fa,3384,4525.17,Prepaid,73.5,5G,Philadelphia,PA,215,247,1
8133e00a,196,2705.51,Prepaid,11.65,3G,San Diego,CA,367,239,9
58ea173f,308,3769.65,Postpaid,53.07,3G,Houston,TX,413,210,1
5d762d1f,962,1989.82,Prepaid,24.9,5G,Philadelphia,PA,393,87,5
de4e9bac,2859,2894.25,Prepaid,122.01,5G,New York,NY,117,190,6
98f35c1a,3586,3833.08,Prepaid,109.86,3G,San Antonio,TX,145,295,5
7fdb2cbf,81,3958.85,Postpaid,11.65,4G,New York,NY,29,165,9
c8be3291,2529,4016.5,Postpaid,41.83,3G,Dallas,TX,87,238,10
2b2a301b,1284,1797.91,Postpaid,165.62,5G,New York,NY,187,235,5
16d1757a,740,4202.71,Postpaid,118.93,3G,Dallas,TX,244,100,0
03f7ca54,1209,3807.45,Postpaid,165.98,5G,Chicago,IL,498,154,10
5ee3e080,2937,4401.81,Postpaid,101.97,4G,San Diego,CA,493,2,7
8e67350b,809,472.15,Prepaid,114.81,5G,New York,NY,407,156,3
95cf8794,1128,2327.69,Postpaid,61.94,3G,San Antonio,TX,52,25,6
03af7cc6,3571,321.23,Postpaid,191.98,4G,Los Angeles,CA,137,46,10
68bbdb66,226,4364.23,Postpaid,100.5,4G,Chicago,IL,291,152,0
d98b9246,3268,2433.76,Postpaid,109.36,4G,Dallas,TX,126,37,10
cf7b4b1a,668,4994.74,Prepaid,11.52,3G,Phoenix,AZ,175,41,6
dcb639df,2858,1894.83,Prepaid,119.34,4G,Chicago,IL,323,246,4
40ae982b,31,3646.09,Prepaid,64.81,3G,Los Angeles,CA,213,247,0
7f3ce858,385,2155.02,Prepaid,199.94,3G,Houston,TX,342,175,7
10719c08,2868,1295.29,Postpaid,67.2,5G,New York,NY,150,180,5
f0d62ce2,266,3681.68,Postpaid,175.42,5G,San Jose,CA,407,138,3
0ad56982,1967,1903.9,Postpaid,164.48,4G,Houston,TX,197,50,9
3227cb29,1702,4147.01,Prepaid,157.4,3G,Phoenix,AZ,484,259,0
9279bb0f,2700,382.51,Postpaid,138.35,5G,Los Angeles,CA,457,279,0
f493a958,3018,2803.24,Prepaid,96.67,3G,San Diego,CA,121,197,1
1ff0f451,2133,128.31,Prepaid,67.07,5G,San Diego,CA,72,19,4
4442e2fc,3248,2748.57,Prepaid,91.49,5G,Houston,TX,294,117,0
5eb6ca31,939,1052.43,Postpaid,113.92,3G,New York,NY,427,189,8
f8fcb145,2501,3992.28,Postpaid,16.14,3G,Houston,TX,338,300,1
0bfb0eea,1016,1540.34,Prepaid,168.15,5G,Houston,TX,229,291,2
2c5042fb,2056,2169.64,Prepaid,132.67,4G,New York,NY,117,215,6
e1af3bbd,2282,4704.56,Prepaid,150.94,3G,San Diego,CA,137,201,10
16548603,3062,555.44,Prepaid,15.31,4G,Dallas,TX,100,115,2
06f27b3d,2684,4796.29,Prepaid,93.65,5G,Dallas,TX,330,295,9
6b757036,3553,2974.93,Prepaid,12.0,4G,San Antonio,TX,215,254,4
877fcb89,1007,3699.43,Prepaid,26.68,4G,Los Angeles,CA,304,217,2
32790488,923,3574.28,Postpaid,133.52,5G,New York,NY,82,158,4
d359d001,657,1669.67,Prepaid,77.34,4G,Los Angeles,CA,291,149,10
65e18fdb,2490,2480.01,Prepaid,105.65,3G,Los Angeles,CA,102,148,4
f0fc05f6,990,4875.65,Prepaid,133.78,3G,New York,NY,17,178,7
9bc2e6b8,509,983.91,Postpaid,148.47,5G,San Diego,CA,62,134,5
1e715491,2913,1661.6,Prepaid,83.27,4G,Houston,TX,232,250,10
19bc82c4,1545,1443.82,Postpaid,74.85,5G,Philadelphia,PA,475,292,7
56941bce,957,3807.62,Postpaid,163.32,3G,Houston,TX,233,222,0
ce3005a5,2065,3165.58,Postpaid,125.46,5G,Chicago,IL,155,106,2
54bb819c,570,7.87,Postpaid,147.08,3G,New York,NY,38,101,8
08270550,1147,3224.57,Prepaid,117.66,3G,New York,NY,252,4,7
1fea5c0e,2817,548.24,Prepaid,44.17,4G,Dallas,TX,87,202,6
ab258043,122,2249.64,Prepaid,76.2,3G,New York,NY,206,168,1
4705f490,2811,910.04,Postpaid,175.43,4G,Philadelphia,PA,410,214,8
be89aa58,3290,1766.02,Prepaid,67.43,4G,Philadelphia,PA,444,206,5
b53b318b,117,4565.45,Postpaid,133.95,3G,San Jose,CA,410,194,2
35de0c81,1816,4805.63,Prepaid,51.06,5G,New York,NY,227,179,6
aa3f2842,1105,3800.75,Prepaid,90.7,4G,Los Angeles,CA,334,232,5
b03ec51d,2689,434.35,Postpaid,122.4,5G,Chicago,IL,107,212,7
629cbf06,1512,1086.86,Prepaid,180.19,4G,New York,NY,334,119,3
fd49d85b,2323,2900.47,Prepaid,134.43,5G,New York,NY,93,180,9
30ffae2f,505,3601.98,Postpaid,64.06,4G,San Jose,CA,449,118,2
1b13f1fc,857,4276.6,Prepaid,197.7,4G,Chicago,IL,240,204,3
4ea157bc,2283,4740.63,Postpaid,174.74,3G,Philadelphia,PA,401,233,8
6958a0f9,1013,1685.75,Prepaid,99.93,3G,New York,NY,160,38,1
ee429e39,2077,2741.26,Prepaid,62.8,4G,Dallas,TX,237,144,7
bb6ed783,221,4379.05,Postpaid,34.0,3G,Phoenix,AZ,45,156,8
326b46d2,2099,41.35,Postpaid,144.08,4G,New York,NY,59,299,9
36541639,905,2272.22,Prepaid,62.41,3G,Los Angeles,CA,298,234,1
33270c94,1550,1605.17,Postpaid,192.02,4G,San Diego,CA,391,296,4
11e80090,2320,1353.43,Postpaid,62.09,3G,Chicago,IL,113,156,9
05813aa4,1175,1092.22,Prepaid,192.45,3G,San Antonio,TX,350,251,1
c337c004,1259,240.26,Postpaid,170.17,3G,San Jose,CA,429,33,10
6a0a8e28,2917,3762.61,Prepaid,155.83,4G,San Antonio,TX,142,173,0
d7ea9b12,2454,1884.88,Prepaid,168.45,5G,Philadelphia,PA,164,249,2
a12c011a,1357,307.94,Prepaid,76.51,4G,Los Angeles,CA,167,241,5
cbaf46ae,639,150.28,Prepaid,47.31,3G,San Antonio,TX,320,193,9
6a8327ea,3462,1205.81,Postpaid,50.39,5G,Philadelphia,PA,288,179,8
715d0c25,615,4289.22,Prepaid,79.04,5G,Chicago,IL,333,197,10
e28caccf,3535,228.56,Prepaid,27.36,5G,San Diego,CA,135,283,4
d432e2b1,1717,1511.22,Prepaid,84.5,3G,Chicago,IL,125,51,5
fc61d708,2529,3560.06,Postpaid,101.1,4G,San Jose,CA,453,163,3
edaa937f,3191,2522.45,Postpaid,147.39,4G,Philadelphia,PA,338,38,7
7358738d,1150,610.96,Prepaid,198.33,4G,Los Angeles,CA,444,143,2
b67a12a8,1210,3912.86,Postpaid,155.99,5G,San Jose,CA,77,227,8
9686f477,1827,3667.79,Prepaid,85.47,4G,San Jose,CA,465,105,10
38572728,657,1808.88,Prepaid,33.19,3G,Houston,TX,16,197,10
0b1fddd5,3460,1517.95,Prepaid,22.26,3G,Phoenix,AZ,428,104,9
2ace4088,1832,224.05,Prepaid,148.96,4G,Houston,TX,412,95,7
3ac49f43,2758,4975.39,Postpaid,125.84,4G,New York,NY,194,273,6
16a940c6,40,3242.07,Prepaid,104.24,5G,Houston,TX,63,252,1
f4585b00,1396,1055.59,Prepaid,126.49,5G,Los Angeles,CA,466,178,3
a0f203d4,1472,1275.44,Postpaid,66.99,4G,Los Angeles,CA,299,184,2
4d919495,1219,494.45,Postpaid,17.49,3G,Philadelphia,PA,300,129,5
1ca0f026,507,2469.86,Prepaid,30.85,5G,Philadelphia,PA,358,122,1
29f5637c,1309,4344.57,Postpaid,174.84,4G,Houston,TX,303,299,2
cfb862b5,3225,3681.48,Prepaid,45.0,5G,Chicago,IL,118,194,6
b0d64dcd,2868,4453.8,Postpaid,15.44,4G,San Antonio,TX,310,171,0
993dd661,1692,2295.52,Prepaid,103.48,4G,Houston,TX,390,237,9
d41b3dc1,3010,3840.05,Postpaid,98.92,3G,New York,NY,423,101,1
4e5eff7e,2274,3673.02,Prepaid,96.91,5G,Phoenix,AZ,27,139,2
1b93dd84,1787,1019.07,Prepaid,155.09,4G,Philadelphia,PA,266,2,8
d4673464,2733,509.67,Prepaid,144.24,3G,San Antonio,TX,98,124,10
47691729,3100,2564.0,Postpaid,168.0,5G,New York,NY,34,121,2
8d4e6659,1735,1171.1,Postpaid,54.71,3G,Dallas,TX,372,195,9
cfd5f4aa,2094,3956.65,Prepaid,169.2,3G,Dallas,TX,233,163,10
d6a6c44f,3287,3045.88,Postpaid,56.98,3G,Los Angeles,CA,461,142,2
f8650901,1770,3797.9,Postpaid,126.71,5G,Los Angeles,CA,360,194,0
c7530560,1810,1722.89,Postpaid,87.71,3G,San Jose,CA,234,150,1
c2ec57d8,2161,3435.85,Prepaid,141.85,4G,San Jose,CA,378,265,6
90a6b78d,3546,2045.87,Prepaid,41.58,4G,Philadelphia,PA,442,36,6
95782ef2,3163,1900.73,Postpaid,91.36,5G,Philadelphia,PA,217,299,0
4c450352,3201,2148.71,Postpaid,18.0,5G,Los Angeles,CA,201,100,7
afa71da7,1817,553.37,Prepaid,32.66,3G,San Antonio,TX,433,70,9
a98c573e,1588,1521.54,Postpaid,54.21,4G,Dallas,TX,265,104,7
13d31cd8,1168,4294.01,Prepaid,96.59,3G,Philadelphia,PA,315,36,5
38051335,2673,4652.44,Prepaid,156.44,4G,San Jose,CA,269,76,2
73fd00d7,423,1133.11,Prepaid,173.93,3G,San Antonio,TX,429,245,3
4b11e9e3,642,2357.27,Postpaid,164.83,3G,San Antonio,TX,304,42,4
6b11c650,1639,1223.8,Postpaid,36.32,5G,Los Angeles,CA,329,32,1
9d8b28c8,966,564.42,Prepaid,180.26,3G,Philadelphia,PA,407,92,10
927f5dc6,2145,266.72,Prepaid,44.68,5G,New York,NY,210,268,7
25571090,33,2123.7,Postpaid,104.06,4G,San Antonio,TX,487,219,6
a6187c4e,3038,352.27,Prepaid,40.22,4G,San Jose,CA,208,87,4
283298f1,3562,2505.92,Prepaid,75.5,3G,New York,NY,386,6,10
2ea31108,642,4214.02,Prepaid,86.69,4G,Dallas,TX,111,175,9
0936a39f,3350,2724.36,Prepaid,176.49,5G,Philadelphia,PA,163,55,8
a8fd5e93,3352,2410.71,Prepaid,35.81,5G,Chicago,IL,56,25,5
001a005a,672,642.59,Prepaid,171.64,4G,New York,NY,404,290,9
eda058f0,1254,482.87,Postpaid,153.25,5G,Houston,TX,293,49,4
f2f54869,810,1748.06,Prepaid,199.74,3G,San Diego,CA,281,112,6
b1d76de6,991,3346.14,Prepaid,48.63,5G,Chicago,IL,39,286,7
9251ab92,1183,3944.92,Postpaid,143.59,5G,Philadelphia,PA,322,19,10
71d697e6,1770,1878.51,Prepaid,90.72,3G,Dallas,TX,341,241,5
0b2889d3,1072,4298.44,Postpaid,78.83,5G,Dallas,TX,460,159,1
3c526790,2181,91.08,Postpaid,127.7,4G,San Diego,CA,271,140,6
4bc7227b,2058,2886.66,Postpaid,89.07,4G,San Jose,CA,186,268,5
b3806c86,2939,250.91,Prepaid,196.39,5G,Los Angeles,CA,60,235,5
65a7e570,541,3089.6,Prepaid,33.29,4G,Houston,TX,384,8,1
1a858082,315,3849.45,Postpaid,86.11,4G,San Diego,CA,171,62,9
e536e355,3491,4589.37,Postpaid,130.22,5G,Los Angeles,CA,412,206,3
819d012d,1714,724.7,Postpaid,37.19,3G,Los Angeles,CA,403,80,3
2db9f10e,1973,1633.87,Prepaid,168.45,5G,Chicago,IL,319,57,4
2baf66f4,3239,1701.69,Prepaid,12.52,5G,San Jose,CA,417,174,9
7e8b0212,252,482.85,Prepaid,14.38,5G,Chicago,IL,422,190,8
17587825,3121,2791.75,Postpaid,158.13,3G,San Diego,CA,118,83,7
bf2879e4,1543,199.72,Prepaid,15.24,5G,San Diego,CA,297,26,9
84a6a172,1259,3617.37,Prepaid,182.82,5G,San Antonio,TX,307,262,3
14d7edd3,3592,3772.23,Postpaid,97.17,3G,Dallas,TX,471,294,6
065e7125,205,1098.68,Prepaid,195.81,5G,Los Angeles,CA,492,247,3
a213ebed,646,4193.82,Postpaid,16.45,4G,Los Angeles,CA,309,244,2
e7d50ca9,765,4357.57,Postpaid,44.11,4G,Los Angeles,CA,131,44,6
d599fced,310,2079.81,Postpaid,163.28,5G,New York,NY,149,40,2
df1c33a5,3158,3527.73,Prepaid,117.17,3G,San Diego,CA,246,239,8
b98b2056,374,3630.01,Postpaid,193.5,3G,Los Angeles,CA,219,55,6
da5970b6,462,3026.3,Postpaid,89.33,5G,Philadelphia,PA,296,229,0
867e75e7,61,1210.52,Postpaid,88.51,3G,Houston,TX,401,4,1
be563013,1581,3077.61,Prepaid,32.26,3G,Philadelphia,PA,334,273,5
a81fb92c,3301,3617.86,Postpaid,68.05,4G,Los Angeles,CA,245,172,1
6a010bb6,2145,2869.01,Postpaid,141.09,4G,San Diego,CA,104,14,3
0587503b,1178,498.62,Prepaid,73.5,5G,San Diego,CA,380,274,1
d1f9ac99,2686,202.71,Prepaid,180.38,3G,Philadelphia,PA,276,1,5
877b7edd,1748,461.3,Postpaid,159.43,4G,San Diego,CA,357,268,8
f840bb94,3588,2677.26,Prepaid,136.89,4G,Philadelphia,PA,98,198,9
679895c1,142,3156.82,Prepaid,152.37,3G,Dallas,TX,67,243,8
b730f543,144,2176.85,Prepaid,120.53,5G,New York,NY,317,288,6
79feebf4,1331,2418.12,Prepaid,168.41,5G,Phoenix,AZ,11,261,0
9dcb325a,2768,837.59,Prepaid,124.24,5G,New York,NY,411,16,8
3dd8da6c,178,3001.48,Postpaid,191.62,5G,San Diego,CA,395,180,4
cdfd5255,2475,2855.4,Prepaid,175.24,3G,Chicago,IL,54,139,9
c6a84a52,531,3172.7,Postpaid,172.88,5G,San Antonio,TX,17,224,10
7f4fbbd9,2278,836.73,Prepaid,41.94,3G,Chicago,IL,400,11,6
02421082,2124,497.53,Prepaid,64.74,5G,Dallas,TX,50,168,8
404d6565,2724,3410.63,Postpaid,25.1,4G,Chicago,IL,348,3,6
f82ef87a,615,1951.91,Prepaid,60.9,4G,Los Angeles,CA,122,230,0
631135ce,1392,2226.17,Postpaid,89.47,3G,Houston,TX,42,2,6
f9af9a60,574,2622.24,Postpaid,156.13,5G,Phoenix,AZ,440,192,0
48ea713b,1362,4401.36,Postpaid,45.17,4G,Chicago,IL,73,138,4
51662abe,1262,4049.09,Prepaid,54.27,3G,Chicago,IL,55,132,3
4d12d65e,1894,330.16,Prepaid,27.7,3G,Dallas,TX,439,120,6
8468c534,119,172.37,Postpaid,114.9,3G,Philadelphia,PA,418,54,2
a83f5b32,2401,4423.19,Postpaid,135.94,3G,Chicago,IL,386,100,6
cd7b3ef4,3208,3722.67,Prepaid,12.09,4G,Phoenix,AZ,164,141,10
c3f0e7db,1042,3563.97,Postpaid,26.63,3G,Phoenix,AZ,410,278,10
6ab1d7da,2468,4235.23,Postpaid,78.43,4G,Phoenix,AZ,26,263,8
95cee375,600,4120.18,Postpaid,127.54,5G,Houston,TX,239,180,7
06200bb5,295,3988.84,Prepaid,178.66,4G,Dallas,TX,114,62,6
2db8ffbb,619,810.85,Prepaid,161.04,3G,San Antonio,TX,421,155,0
f632c615,915,4675.45,Prepaid,116.02,3G,Houston,TX,348,107,10
fc111fde,1137,3501.44,Postpaid,105.01,3G,San Jose,CA,51,67,0
390df5cf,892,2510.34,Prepaid,44.22,3G,Philadelphia,PA,412,226,9
161546c0,1753,62.03,Postpaid,147.93,5G,Philadelphia,PA,284,286,3
cb9cd8f8,463,912.15,Postpaid,168.48,5G,Phoenix,AZ,132,223,2
23e8ee5a,3010,1109.65,Postpaid,105.8,5G,Phoenix,AZ,197,283,1
72e92db3,2718,963.97,Prepaid,152.39,3G,Houston,TX,291,252,0
8a0bbd22,3174,723.98,Postpaid,31.52,3G,San Diego,CA,418,277,9
b679d75f,1192,4686.54,Postpaid,10.52,4G,Phoenix,AZ,308,48,0
e4166c61,595,760.09,Postpaid,128.1,4G,Los Angeles,CA,231,152,9
a4a9259c,2411,521.52,Prepaid,58.86,5G,Houston,TX,276,147,6
c68ef26c,1078,67.1,Prepaid,187.06,4G,San Diego,CA,385,104,7
a332973d,3588,3434.2,Prepaid,21.84,4G,Los Angeles,CA,474,227,7
0f48ef0d,2849,778.0,Prepaid,14.5,4G,Dallas,TX,305,134,3
cffebc30,1326,3510.86,Postpaid,12.22,5G,San Antonio,TX,177,204,10
c20eb7f1,337,3296.23,Postpaid,28.93,5G,Dallas,TX,65,35,9
18b80554,2992,2861.03,Postpaid,81.46,5G,Phoenix,AZ,114,131,9
6cc9da20,2871,3818.9,Prepaid,65.15,4G,New York,NY,4,242,5
1ceb4db5,1384,2777.85,Prepaid,25.0,3G,Los Angeles,CA,197,96,9
018895e2,2480,4281.65,Prepaid,192.45,5G,Philadelphia,PA,259,79,0
2333934c,1966,1498.79,Prepaid,62.45,3G,San Jose,CA,112,116,7
1db5bbaa,1968,3049.47,Postpaid,181.09,3G,New York,NY,158,202,5
d2f0efaa,1417,884.14,Postpaid,199.79,4G,Dallas,TX,490,220,10
bbc56114,1841,509.62,Prepaid,123.87,3G,San Antonio,TX,497,260,8
f26f4c8d,3153,3965.78,Postpaid,114.73,3G,Los Angeles,CA,197,241,8
5b54b2fa,1300,1856.09,Prepaid,135.59,5G,New York,NY,173,184,7
7e419145,40,2696.36,Postpaid,191.3,3G,San Antonio,TX,167,254,6
0cf42adf,861,4919.3,Postpaid,127.93,3G,San Jose,CA,183,101,9
ed794e41,1124,2467.68,Postpaid,12.97,4G,Philadelphia,PA,332,223,10
ce18c11b,1698,2366.94,Postpaid,164.02,5G,Los Angeles,CA,352,295,3
f2768fea,1512,1240.96,Postpaid,146.98,3G,San Diego,CA,17,179,9
d4c38e99,409,1301.34,Prepaid,171.52,4G,San Jose,CA,3,69,6
2b88b92d,2311,1065.86,Prepaid,45.28,3G,Houston,TX,20,245,1
2bf52cc5,1198,1644.81,Prepaid,73.31,4G,San Antonio,TX,319,239,3
18370916,621,206.14,Postpaid,39.16,4G,Dallas,TX,100,229,9
ee5d04d3,1817,2862.23,Prepaid,28.14,4G,New York,NY,259,69,7
dbe7f068,2959,4702.95,Prepaid,194.17,3G,San Jose,CA,76,8,6
2a353c9d,575,2522.68,Postpaid,181.84,4G,Houston,TX,369,241,6
365136db,3133,4439.92,Prepaid,185.99,5G,Chicago,IL,251,296,5
ff8546e9,2841,1616.27,Prepaid,99.88,4G,San Jose,CA,31,166,2
0430cf23,639,3894.86,Prepaid,101.18,5G,San Antonio,TX,422,114,4
73b98988,711,2534.56,Postpaid,125.82,5G,New York,NY,498,98,1
a2d97926,260,1894.73,Prepaid,182.15,4G,Dallas,TX,63,149,6
7492947a,1303,2762.8,Prepaid,85.77,4G,San Antonio,TX,474,149,9
8b7c8bd3,1018,3716.24,Prepaid,147.64,4G,Houston,TX,326,68,1
5bff09a8,834,1373.58,Postpaid,28.11,3G,Phoenix,AZ,483,97,9
3b38d623,2001,607.2,Postpaid,16.84,3G,San Antonio,TX,393,152,2
3a9eb502,3242,1240.23,Postpaid,97.31,3G,San Diego,CA,199,199,4
9b087209,1832,1859.78,Postpaid,154.85,3G,Phoenix,AZ,234,16,8
de638f58,2267,4439.13,Postpaid,195.18,3G,Phoenix,AZ,22,250,8
748c4139,719,2430.77,Postpaid,16.38,3G,Philadelphia,PA,369,263,4
21442302,907,3557.17,Prepaid,43.43,3G,Houston,TX,378,188,9
ff6e5b58,1543,3086.74,Postpaid,140.73,5G,San Jose,CA,480,193,3
5658493a,706,2979.15,Prepaid,23.5,4G,Phoenix,AZ,287,198,6
