Customer_ID,Age,Gender,Income,Service_Usage,Purchase_History,Segment
5261,41,Female,91727,16,387,Medium-Value
5262,43,Female,103378,31,486,Low-Value
5263,34,Female,78552,28,348,Medium-Value
5264,24,Female,28046,7,61,High-Value
5265,30,Male,24934,9,38,High-Value
5266,22,Female,79556,39,118,Medium-Value
5267,43,Male,66806,99,390,High-Value
5268,66,Male,21354,43,312,Low-Value
5269,20,Female,124777,27,168,Low-Value
5270,24,Female,115352,76,377,Low-Value
5271,66,Male,143092,89,337,High-Value
5272,56,Male,73046,93,362,Medium-Value
5273,18,Female,131098,95,376,High-Value
5274,66,Male,85064,98,69,Medium-Value
5275,34,Female,77184,33,83,Low-Value
5276,60,Female,22963,91,235,Medium-Value
5277,42,Male,47424,56,42,Low-Value
5278,20,Female,100039,2,99,Low-Value
5279,32,Female,23042,14,470,High-Value
5280,46,Female,115777,13,472,Medium-Value
5281,60,Male,125277,24,458,High-Value
5282,49,Male,27139,69,130,Medium-Value
5283,43,Male,31226,34,28,High-Value
5284,33,Female,125234,87,233,Low-Value
5285,42,Male,100298,19,229,Medium-Value
5286,45,Male,103652,30,117,Medium-Value
5287,26,Male,142558,49,401,Low-Value
5288,18,Female,58108,43,326,Low-Value
5289,46,Female,90647,16,107,Low-Value
5290,39,Male,88617,52,379,High-Value
5291,33,Male,49815,98,325,Medium-Value
5292,58,Male,27802,49,295,Medium-Value
5293,68,Female,62230,11,391,Medium-Value
5294,61,Male,142215,78,160,High-Value
5295,68,Female,83372,47,4,High-Value
5296,58,Female,133884,79,149,Low-Value
5297,24,Female,74020,35,234,High-Value
5298,31,Male,103449,71,254,Medium-Value
5299,46,Male,37465,29,416,High-Value
5300,36,Female,27994,54,248,High-Value
5301,36,Female,23531,86,338,High-Value
5302,19,Female,29343,23,353,Medium-Value
5303,58,Female,79066,24,398,Low-Value
5304,62,Male,119020,99,70,Medium-Value
5305,32,Male,26229,10,203,Medium-Value
5306,20,Female,114311,61,302,Medium-Value
5307,28,Female,112302,8,148,Medium-Value
5308,63,Female,102124,48,221,Low-Value
5309,47,Male,108704,76,186,Medium-Value
5310,57,Female,64789,93,355,Medium-Value
5311,35,Male,64069,29,336,Medium-Value
5312,68,Female,122398,87,48,Low-Value
5313,65,Male,107402,26,263,Medium-Value
5314,19,Male,140428,37,296,High-Value
5315,49,Female,29524,96,315,High-Value
5316,25,Male,141907,52,292,Low-Value
5317,39,Male,144928,38,172,Low-Value
5318,23,Male,108074,6,364,High-Value
5319,29,Male,128345,8,31,Low-Value
5320,64,Female,106762,17,170,Medium-Value
5321,57,Female,83103,76,44,Medium-Value
5322,53,Female,28103,62,427,High-Value
5323,32,Female,78581,86,43,Low-Value
5324,45,Female,103938,78,431,High-Value
5325,69,Male,74203,34,134,Low-Value
5326,66,Male,35090,19,349,High-Value
5327,62,Male,35915,70,219,Low-Value
5328,35,Male,61477,82,491,High-Value
5329,19,Female,76987,37,450,High-Value
5330,30,Female,119742,38,86,High-Value
5331,62,Male,73238,15,251,High-Value
5332,32,Female,107047,40,265,Medium-Value
5333,37,Male,136740,9,11,High-Value
5334,46,Male,142217,53,80,Low-Value
5335,59,Female,35029,70,109,Medium-Value
5336,46,Female,116367,66,461,Medium-Value
5337,20,Female,109067,80,118,High-Value
5338,36,Female,73520,52,252,Medium-Value
5339,20,Female,90053,1,18,High-Value
5340,31,Female,71464,30,256,Low-Value
5341,57,Female,41961,97,245,Medium-Value
5342,21,Male,46835,1,153,Low-Value
5343,69,Female,47725,39,97,Medium-Value
5344,28,Male,45357,16,458,Low-Value
5345,48,Male,129209,17,186,High-Value
5346,60,Female,21244,82,30,High-Value
5347,49,Male,87952,22,115,Medium-Value
5348,44,Female,68061,86,241,Low-Value
5349,47,Male,26490,99,257,Medium-Value
5350,60,Male,140856,31,447,High-Value
5351,19,Male,143855,40,353,Medium-Value
5352,66,Female,97219,27,113,Low-Value
5353,26,Male,146305,36,335,High-Value
5354,45,Male,25839,4,29,High-Value
5355,48,Male,44992,69,322,Low-Value
5356,51,Female,133154,25,459,Low-Value
5357,32,Male,143094,95,437,Low-Value
5358,65,Female,64938,78,226,Low-Value
5359,42,Male,144015,30,244,High-Value
5360,53,Male,76249,47,361,Medium-Value
5361,25,Male,64735,12,19,Medium-Value
5362,26,Female,123313,27,322,Low-Value
5363,54,Male,70734,45,112,Low-Value
5364,65,Male,67080,88,212,Low-Value
5365,62,Male,147403,63,233,Medium-Value
5366,56,Male,94460,55,436,High-Value
5367,49,Female,145626,30,159,Medium-Value
5368,69,Male,101457,82,60,Medium-Value
5369,34,Male,44260,14,373,High-Value
5370,52,Male,79607,56,324,Low-Value
5371,54,Male,81852,19,93,High-Value
5372,36,Female,48380,86,248,High-Value
5373,61,Male,104347,26,158,Medium-Value
5374,46,Male,91257,71,141,Low-Value
5375,24,Female,61191,92,399,Medium-Value
5376,45,Male,24930,38,404,Low-Value
5377,26,Male,24353,69,418,Medium-Value
5378,45,Male,27832,36,220,High-Value
5379,23,Female,140063,18,404,High-Value
5380,46,Male,69554,57,306,Low-Value
5381,34,Female,108487,78,89,Medium-Value
5382,33,Female,74017,23,155,Low-Value
5383,40,Female,77298,14,414,Medium-Value
5384,48,Female,134752,96,440,Medium-Value
5385,20,Female,71389,69,233,Medium-Value
5386,38,Female,93306,22,468,High-Value
5387,43,Female,45525,28,193,Medium-Value
5388,53,Male,102092,43,99,Medium-Value
5389,59,Male,100630,76,439,Low-Value
5390,54,Female,93471,18,113,High-Value
5391,39,Female,88211,95,107,High-Value
5392,59,Female,51280,77,24,High-Value
5393,29,Female,144130,84,281,High-Value
5394,59,Female,31240,36,488,Medium-Value
5395,30,Female,85092,7,437,Low-Value
5396,28,Male,89541,23,204,Medium-Value
5397,33,Male,82851,34,11,Low-Value
5398,25,Female,26544,96,350,Medium-Value
5399,57,Female,77981,21,316,High-Value
5400,57,Female,37332,70,205,High-Value
5401,62,Male,46836,80,431,High-Value
5402,19,Female,34388,99,409,Medium-Value
5403,47,Male,133263,47,25,Medium-Value
5404,47,Male,21694,53,401,Low-Value
5405,29,Male,147727,84,140,Low-Value
5406,27,Female,106677,41,123,Medium-Value
5407,61,Female,108202,75,499,Low-Value
5408,28,Male,133057,32,436,Medium-Value
5409,32,Male,69294,14,11,High-Value
5410,33,Male,58769,88,266,Low-Value
5411,34,Male,59420,95,81,High-Value
5412,43,Female,133289,17,444,Low-Value
5413,19,Male,122885,25,310,Medium-Value
5414,67,Female,57855,64,109,Medium-Value
5415,29,Male,21460,73,208,Medium-Value
5416,68,Female,122191,86,319,Low-Value
5417,43,Male,67646,48,244,High-Value
5418,40,Female,61252,35,276,High-Value
5419,35,Female,29835,37,497,Medium-Value
5420,49,Female,133947,55,261,High-Value
5421,66,Male,30910,17,297,Medium-Value
5422,55,Female,102757,28,374,Low-Value
5423,64,Male,111149,1,63,Low-Value
5424,20,Female,116889,53,184,Low-Value
5425,55,Female,124150,73,32,Low-Value
5426,20,Male,28463,55,283,Low-Value
5427,47,Female,33336,61,324,Low-Value
5428,18,Female,46534,13,361,High-Value
5429,47,Male,22369,47,432,Medium-Value
5430,62,Female,45381,64,7,Low-Value
5431,49,Female,132296,32,174,Medium-Value
5432,45,Female,105094,28,462,Low-Value
5433,38,Female,107905,53,359,High-Value
5434,63,Male,119186,31,472,Low-Value
5435,30,Female,116490,8,368,Medium-Value
5436,44,Female,45407,72,146,High-Value
5437,53,Female,82552,98,252,High-Value
5438,24,Female,55939,87,166,High-Value
5439,39,Female,112303,74,103,Low-Value
5440,27,Female,87576,25,499,Medium-Value
5441,56,Female,148081,33,488,Low-Value
5442,32,Female,108652,68,193,Medium-Value
5443,32,Male,46170,7,17,Low-Value
5444,21,Male,91908,97,90,Medium-Value
5445,49,Male,144506,66,371,High-Value
5446,40,Male,42369,46,86,High-Value
5447,23,Female,93098,96,103,Low-Value
5448,41,Female,64544,5,82,Medium-Value
5449,37,Male,25900,17,126,High-Value
5450,54,Male,60733,76,38,High-Value
5451,37,Male,107236,52,348,High-Value
5452,29,Female,126769,12,213,Low-Value
5453,50,Female,20589,62,319,Medium-Value
5454,45,Male,80044,35,486,Medium-Value
5455,25,Male,85311,62,225,Low-Value
5456,18,Male,77926,21,222,Medium-Value
5457,54,Male,90599,85,426,Low-Value
5458,39,Male,105553,66,247,Medium-Value
5459,23,Female,103910,53,136,Low-Value
5460,38,Male,108435,21,286,High-Value
5461,49,Female,69008,15,231,Low-Value
5462,52,Male,86794,75,320,Medium-Value
5463,32,Male,99134,74,9,High-Value
5464,22,Female,22866,82,225,Medium-Value
5465,63,Male,72890,23,313,Medium-Value
5466,67,Female,135259,31,107,High-Value
5467,65,Female,61504,54,187,Medium-Value
5468,23,Male,115668,55,221,Low-Value
5469,42,Male,73374,26,95,Medium-Value
5470,63,Female,49404,53,195,Medium-Value
5471,57,Female,85223,66,242,High-Value
5472,46,Male,131008,39,230,High-Value
5473,24,Female,20637,7,331,Medium-Value
5474,57,Male,110152,88,5,Low-Value
5475,30,Female,123186,39,351,Low-Value
5476,55,Male,35828,32,468,Medium-Value
5477,35,Female,73544,26,4,Medium-Value
5478,19,Female,111732,87,264,Medium-Value
5479,25,Male,121976,78,426,Medium-Value
5480,28,Female,65097,29,253,Medium-Value
5481,50,Female,133271,25,163,Low-Value
5482,55,Female,52022,56,141,High-Value
5483,65,Female,52202,31,497,Low-Value
5484,44,Female,48704,66,389,High-Value
5485,37,Female,111411,2,296,Medium-Value
5486,29,Female,149688,87,19,Low-Value
5487,60,Male,43641,47,82,Medium-Value
5488,48,Female,57479,75,481,High-Value
5489,44,Female,98771,29,381,High-Value
5490,49,Male,42027,99,4,Medium-Value
5491,27,Female,118463,49,128,High-Value
5492,20,Female,62912,73,187,Medium-Value
5493,62,Male,133097,32,146,Medium-Value
5494,44,Female,128227,30,494,Low-Value
5495,52,Female,112558,15,152,High-Value
5496,48,Male,91474,62,363,Medium-Value
5497,32,Male,148773,78,93,Medium-Value
5498,33,Female,129658,17,31,Medium-Value
5499,30,Female,62692,22,314,High-Value
5500,66,Male,118884,30,28,Medium-Value
5501,52,Female,52209,81,137,Medium-Value
5502,69,Male,77563,16,429,High-Value
5503,28,Male,76738,52,90,Low-Value
5504,38,Male,57242,8,49,Low-Value
5505,68,Female,29941,64,367,High-Value
5506,28,Male,27073,39,258,Medium-Value
5507,47,Male,127966,31,6,Medium-Value
5508,65,Male,57827,12,29,High-Value
5509,52,Female,66225,33,410,Medium-Value
5510,39,Female,57096,58,156,Low-Value
5511,55,Female,70546,12,263,Medium-Value
5512,48,Male,86457,25,34,Low-Value
5513,31,Female,149257,38,440,Medium-Value
5514,41,Female,88309,48,237,High-Value
5515,67,Male,89998,82,138,High-Value
5516,66,Male,106496,83,368,Low-Value
5517,49,Female,50268,55,489,Medium-Value
5518,53,Female,105354,3,488,High-Value
5519,49,Male,125037,99,57,Medium-Value
5520,32,Female,130078,69,175,Low-Value
5521,60,Male,62078,35,214,Low-Value
5522,52,Male,21865,51,27,High-Value
5523,20,Female,116242,27,295,High-Value
5524,33,Female,48887,37,406,Low-Value
5525,22,Female,69876,85,119,Low-Value
5526,38,Female,116047,16,147,Medium-Value
5527,27,Male,53479,92,356,Low-Value
5528,36,Female,148863,25,265,High-Value
5529,42,Female,60478,33,403,High-Value
5530,21,Female,46401,62,258,High-Value
5531,46,Male,48502,17,348,High-Value
5532,36,Female,139768,43,189,Low-Value
5533,60,Female,131750,30,315,Medium-Value
5534,19,Male,33394,41,231,High-Value
5535,27,Male,118694,4,470,Low-Value
5536,60,Male,29262,66,499,Low-Value
5537,42,Male,24487,60,198,High-Value
5538,37,Male,47341,9,239,Medium-Value
5539,65,Female,147360,31,327,Low-Value
5540,36,Male,128924,89,70,Low-Value
5541,40,Male,33570,69,417,Low-Value
5542,41,Male,77268,24,252,High-Value
5543,28,Male,141435,24,462,Medium-Value
5544,63,Male,49605,93,193,Low-Value
5545,51,Male,91602,45,25,Low-Value
5546,45,Male,122798,95,70,High-Value
5547,22,Male,46723,37,156,High-Value
5548,22,Female,89108,58,146,Low-Value
5549,68,Female,98206,83,319,Medium-Value
5550,38,Female,80098,23,219,Medium-Value
5551,29,Male,113375,35,49,Medium-Value
5552,67,Male,68707,63,379,Medium-Value
5553,21,Male,69028,6,380,Medium-Value
5554,66,Female,113937,6,194,Medium-Value
5555,59,Male,76921,30,40,High-Value
5556,37,Male,80760,1,85,Low-Value
5557,55,Male,30249,63,343,Low-Value
5558,42,Female,87847,8,450,Low-Value
5559,31,Female,117547,28,336,Low-Value
5560,28,Male,63839,89,4,Medium-Value
5561,49,Female,125077,33,290,High-Value
5562,28,Male,59673,53,247,High-Value
5563,35,Male,23642,38,5,High-Value
5564,44,Female,26338,52,497,Medium-Value
5565,35,Female,134650,78,226,Medium-Value
5566,40,Female,71761,11,150,Low-Value
5567,28,Female,29622,2,238,Medium-Value
5568,38,Male,68423,53,148,Medium-Value
5569,61,Male,62873,94,103,Medium-Value
5570,22,Female,124544,94,175,High-Value
5571,40,Female,67565,68,498,Low-Value
5572,58,Male,27806,77,461,Medium-Value
5573,42,Male,20757,7,236,High-Value
5574,58,Male,112246,67,34,Low-Value
5575,27,Male,41470,9,172,Medium-Value
5576,39,Female,26220,78,6,Medium-Value
5577,36,Female,128408,63,440,Medium-Value
5578,18,Female,111851,11,285,Low-Value
5579,24,Male,74754,37,225,High-Value
5580,21,Male,113329,14,53,Low-Value
5581,18,Female,147636,19,257,Low-Value
5582,32,Female,99852,8,495,Medium-Value
5583,57,Female,127630,7,59,Medium-Value
5584,29,Male,42505,59,432,Low-Value
5585,39,Female,48288,63,246,Medium-Value
5586,39,Male,94492,7,7,Low-Value
5587,67,Female,39109,55,214,Medium-Value
5588,64,Female,138056,3,416,Medium-Value
5589,34,Female,23497,67,78,Medium-Value
5590,46,Male,77326,18,189,Medium-Value
5591,63,Male,29864,45,441,High-Value
5592,31,Male,117046,97,307,Low-Value
5593,67,Male,113517,92,216,Medium-Value
5594,37,Male,107562,36,403,Low-Value
5595,67,Male,94310,16,283,High-Value
5596,65,Female,139454,79,319,Medium-Value
5597,50,Male,132343,29,444,Low-Value
5598,60,Female,41017,59,61,Low-Value
5599,32,Male,21821,18,61,Low-Value
5600,29,Female,70337,49,215,Low-Value
5601,57,Female,65485,46,382,High-Value
5602,37,Male,103557,83,45,Low-Value
5603,47,Female,76388,29,405,High-Value
5604,55,Male,30372,70,172,High-Value
5605,20,Male,126684,50,221,High-Value
5606,45,Male,120050,55,385,Low-Value
5607,43,Male,113938,27,95,High-Value
5608,47,Female,91333,7,347,High-Value
5609,30,Male,36283,91,44,High-Value
5610,30,Female,60857,83,228,Medium-Value
5611,19,Female,71772,81,62,Low-Value
5612,54,Female,130441,41,317,Medium-Value
5613,66,Male,79670,11,219,Medium-Value
5614,55,Female,93133,5,335,High-Value
5615,19,Male,115856,66,89,High-Value
5616,53,Female,51261,56,112,High-Value
5617,43,Male,77154,12,207,Medium-Value
5618,28,Male,26107,42,488,Medium-Value
5619,25,Male,111296,75,467,High-Value
5620,61,Male,55561,10,367,Low-Value
5621,57,Female,96674,28,306,Low-Value
5622,60,Female,55268,7,203,High-Value
5623,39,Male,51608,14,297,High-Value
5624,37,Female,33138,77,33,Low-Value
5625,25,Male,126665,69,489,High-Value
5626,46,Male,57693,61,215,Medium-Value
5627,57,Female,145625,51,12,Medium-Value
5628,43,Male,103000,42,2,Low-Value
5629,47,Male,144143,8,363,Medium-Value
5630,34,Male,41248,50,149,High-Value
5631,37,Male,122757,1,142,High-Value
5632,69,Male,38632,69,290,High-Value
5633,33,Female,67547,11,207,Medium-Value
5634,63,Female,32100,48,341,Medium-Value
5635,60,Female,67930,10,192,Low-Value
5636,24,Male,86861,15,407,Medium-Value
5637,33,Male,96905,47,341,Medium-Value
5638,62,Male,73025,93,306,Medium-Value
5639,64,Male,95876,25,398,High-Value
5640,65,Male,98944,6,469,Low-Value
5641,44,Male,70840,11,252,High-Value
5642,40,Female,39369,17,204,High-Value
5643,41,Male,38460,15,362,High-Value
5644,26,Female,111641,16,46,Medium-Value
5645,52,Male,116920,56,374,Low-Value
5646,68,Female,21461,66,495,High-Value
5647,37,Male,62362,36,261,Medium-Value
5648,54,Female,118376,83,66,High-Value
5649,59,Female,147229,38,150,Low-Value
5650,34,Male,48610,85,70,Medium-Value
5651,64,Male,124334,75,364,Medium-Value
5652,48,Female,40995,3,2,Medium-Value
5653,25,Male,104716,98,29,Low-Value
5654,32,Male,27717,18,256,Medium-Value
5655,48,Male,98867,79,61,Medium-Value
5656,47,Female,99472,89,100,Medium-Value
5657,63,Male,84022,54,384,Medium-Value
5658,37,Female,73668,79,455,High-Value
5659,56,Female,71645,94,144,Medium-Value
5660,29,Male,49550,17,192,High-Value
5661,66,Female,106151,82,353,Medium-Value
5662,34,Male,23576,95,353,Medium-Value
5663,59,Male,60868,82,270,High-Value
5664,47,Female,118039,99,299,Medium-Value
5665,46,Female,66380,13,460,Low-Value
5666,36,Female,25728,63,427,Medium-Value
5667,63,Female,52800,14,326,High-Value
5668,28,Female,30886,59,311,Low-Value
5669,51,Male,99614,36,204,Medium-Value
5670,67,Female,89909,18,245,High-Value
5671,24,Male,67236,5,31,Medium-Value
5672,61,Male,65805,14,332,Medium-Value
5673,51,Female,138286,25,458,Medium-Value
5674,37,Female,52532,44,424,Medium-Value
5675,67,Female,132765,39,411,Medium-Value
5676,55,Female,120696,12,52,Low-Value
5677,41,Female,48688,61,384,Medium-Value
5678,27,Male,31063,62,243,Low-Value
5679,49,Male,43089,53,263,Low-Value
5680,69,Male,75942,53,174,Medium-Value
5681,32,Female,71829,28,100,Low-Value
5682,54,Female,70553,35,417,High-Value
5683,37,Male,53585,65,475,High-Value
5684,20,Female,91739,3,392,Low-Value
5685,54,Female,79004,43,389,High-Value
5686,57,Female,139250,50,61,High-Value
5687,25,Male,139411,71,456,Medium-Value
5688,57,Female,22438,9,360,Medium-Value
5689,61,Male,113095,36,188,Medium-Value
5690,40,Female,43212,23,469,High-Value
5691,57,Female,70362,88,408,High-Value
5692,28,Male,92177,74,7,Medium-Value
5693,63,Female,36983,50,189,Medium-Value
5694,25,Female,34026,55,83,Medium-Value
5695,46,Female,140168,12,351,Medium-Value
5696,47,Male,70998,83,420,Medium-Value
5697,27,Female,144735,32,283,High-Value
5698,56,Female,75744,24,124,Low-Value
5699,45,Female,77013,86,157,High-Value
5700,66,Female,71039,67,87,High-Value
5701,53,Female,69831,27,148,Low-Value
5702,30,Male,105172,61,70,High-Value
5703,49,Male,54603,19,460,Medium-Value
5704,53,Female,97758,73,370,Medium-Value
5705,54,Female,87713,51,76,Medium-Value
5706,43,Male,126446,64,114,Medium-Value
5707,39,Female,118452,77,3,Low-Value
5708,21,Female,136183,2,234,Medium-Value
5709,48,Female,33105,36,167,Medium-Value
5710,35,Female,120048,93,99,Low-Value
5711,55,Female,87182,11,124,Medium-Value
5712,41,Female,72147,98,467,Medium-Value
5713,40,Female,141331,68,45,Medium-Value
5714,39,Female,95400,68,382,Medium-Value
5715,19,Male,66434,64,324,Low-Value
5716,48,Male,46515,1,287,High-Value
5717,28,Female,109298,89,106,Low-Value
5718,45,Female,78001,26,294,Medium-Value
5719,63,Female,121971,11,481,Low-Value
5720,49,Female,78397,87,134,High-Value
5721,22,Male,81415,2,8,Low-Value
5722,55,Male,36960,83,28,High-Value
5723,27,Male,129591,93,271,Low-Value
5724,57,Male,113143,40,223,Medium-Value
5725,63,Female,101838,4,8,Medium-Value
5726,41,Female,65778,80,310,Medium-Value
5727,52,Female,50941,37,134,High-Value
5728,61,Male,116857,61,29,Medium-Value
5729,65,Female,115849,91,115,High-Value
5730,40,Female,123083,5,494,Medium-Value
5731,34,Male,60955,15,34,Low-Value
5732,18,Male,98565,87,7,High-Value
5733,48,Male,121276,67,40,Medium-Value
5734,48,Male,76908,82,330,Medium-Value
5735,59,Male,84067,26,397,High-Value
5736,59,Female,138636,6,62,Low-Value
5737,51,Female,75696,44,86,Medium-Value
5738,26,Male,38429,58,213,High-Value
5739,39,Female,114048,81,116,High-Value
5740,30,Female,96676,46,65,Medium-Value
5741,42,Female,136315,42,297,Medium-Value
5742,65,Female,34847,48,379,High-Value
5743,35,Male,67191,27,170,High-Value
5744,68,Female,54256,20,116,Medium-Value
5745,29,Female,147025,70,322,Medium-Value
5746,57,Female,48774,35,116,High-Value
5747,34,Male,147343,76,221,Medium-Value
5748,32,Female,29127,48,395,Low-Value
5749,59,Male,138251,67,357,Low-Value
5750,32,Male,48205,68,50,Low-Value
5751,32,Male,128210,52,327,Low-Value
5752,56,Male,120106,68,419,High-Value
5753,30,Female,101163,4,478,High-Value
5754,34,Male,78764,39,336,Medium-Value
5755,49,Male,138279,21,79,Medium-Value
5756,26,Male,121824,66,488,Low-Value
5757,57,Male,58664,16,20,High-Value
5758,37,Male,76795,7,412,Medium-Value
5759,43,Female,141729,83,379,Medium-Value
5760,44,Male,52333,97,37,Medium-Value
5761,38,Female,133548,9,259,Medium-Value
5762,35,Female,56079,17,93,High-Value
5763,30,Male,104225,91,187,Low-Value
5764,33,Female,44259,97,357,Medium-Value
5765,26,Female,46571,12,201,Medium-Value
5766,29,Female,71119,57,411,High-Value
5767,61,Male,28009,45,288,Medium-Value
5768,55,Male,130210,11,48,High-Value
5769,36,Male,130531,13,253,High-Value
5770,24,Male,81829,31,46,High-Value
5771,52,Male,58230,77,370,High-Value
5772,65,Male,131364,26,231,Medium-Value
5773,35,Male,76049,63,95,Medium-Value
5774,33,Female,121762,31,303,Low-Value
5775,56,Female,143273,22,218,High-Value
5776,21,Male,139466,6,40,High-Value
5777,42,Female,56498,20,387,Low-Value
5778,49,Male,139053,85,203,High-Value
5779,57,Male,48820,10,116,High-Value
5780,30,Male,60315,83,413,High-Value
5781,62,Female,115018,35,91,Low-Value
5782,34,Male,52795,26,58,Low-Value
5783,66,Male,133812,71,434,Medium-Value
5784,54,Male,105411,37,495,Medium-Value
5785,23,Male,59191,8,10,Medium-Value
5786,36,Female,74453,5,256,Low-Value
5787,30,Male,32453,44,317,High-Value
5788,43,Female,140848,92,249,Low-Value
5789,31,Female,70325,67,483,High-Value
5790,48,Male,69490,72,367,Medium-Value
5791,21,Male,94796,79,377,High-Value
5792,56,Female,134165,91,317,Low-Value
5793,25,Female,69993,49,407,Medium-Value
5794,42,Female,130780,36,6,Medium-Value
5795,30,Female,65706,80,331,Medium-Value
5796,49,Male,134981,26,188,Medium-Value
5797,55,Female,62817,45,235,Low-Value
5798,55,Female,84544,61,371,High-Value
5799,45,Female,111434,44,411,Medium-Value
5800,47,Female,75710,4,183,High-Value
5801,20,Male,70799,76,287,Medium-Value
5802,45,Male,139586,81,123,Low-Value
5803,20,Male,80964,58,158,Medium-Value
5804,62,Female,73678,26,323,Low-Value
5805,51,Female,91150,95,13,Medium-Value
5806,33,Male,117379,79,315,Medium-Value
5807,39,Male,80438,98,54,Medium-Value
5808,49,Female,129987,29,360,Low-Value
5809,55,Male,97223,9,277,Medium-Value
5810,25,Female,81926,78,43,Medium-Value
5811,25,Female,23801,36,267,Low-Value
5812,23,Female,61048,4,109,Low-Value
5813,31,Female,60144,59,323,Medium-Value
5814,49,Female,114478,37,166,Medium-Value
5815,52,Female,30148,88,351,Medium-Value
5816,27,Male,132364,81,408,Medium-Value
5817,20,Male,102819,13,106,Medium-Value
5818,29,Male,39861,20,51,Low-Value
5819,66,Female,120048,17,204,High-Value
5820,48,Male,81717,51,445,Medium-Value
5821,46,Female,42480,91,302,Low-Value
5822,22,Female,38637,55,43,High-Value
5823,69,Female,64621,33,283,Medium-Value
5824,42,Female,80304,21,85,Low-Value
5825,58,Male,67431,81,217,Low-Value
5826,48,Male,119937,22,158,Medium-Value
5827,38,Male,108921,25,350,High-Value
5828,37,Female,76172,67,127,High-Value
5829,56,Male,45437,91,191,Medium-Value
5830,39,Male,28149,91,266,High-Value
5831,21,Male,34671,12,387,High-Value
5832,30,Female,123005,15,461,Low-Value
5833,62,Male,43119,84,60,Low-Value
5834,59,Female,66117,86,283,Low-Value
5835,67,Male,119317,2,466,High-Value
5836,66,Female,36279,4,379,High-Value
5837,37,Male,88835,45,429,Low-Value
5838,69,Male,119810,13,62,Low-Value
5839,30,Male,146085,55,408,Low-Value
5840,34,Female,24803,32,302,Low-Value
5841,53,Male,102897,22,126,Low-Value
5842,50,Male,80805,89,462,Medium-Value
5843,18,Female,38201,91,487,Medium-Value
5844,32,Female,146564,55,172,Medium-Value
5845,30,Female,48634,17,63,Medium-Value
5846,34,Female,34760,70,260,Medium-Value
5847,41,Male,30826,51,16,Low-Value
5848,25,Male,106821,80,179,High-Value
5849,67,Female,132125,8,330,Low-Value
5850,44,Male,65775,61,368,High-Value
5851,62,Female,146546,97,101,Medium-Value
5852,40,Male,134090,10,475,Low-Value
5853,63,Female,94676,98,176,High-Value
5854,25,Male,26798,19,193,Medium-Value
5855,25,Female,135161,14,453,High-Value
5856,43,Female,86103,67,461,Low-Value
5857,64,Male,97160,55,301,Low-Value
5858,30,Male,97751,61,387,Low-Value
5859,56,Male,93502,56,273,Low-Value
5860,54,Female,71410,63,467,Low-Value
5861,66,Male,60888,87,421,High-Value
5862,45,Female,69047,11,261,Medium-Value
5863,42,Male,115289,47,175,Medium-Value
5864,33,Male,129640,6,234,Medium-Value
5865,19,Female,122614,34,300,Low-Value
5866,35,Female,65955,65,216,High-Value
5867,34,Male,132393,99,491,High-Value
5868,47,Female,21982,89,417,Medium-Value
5869,56,Female,53864,64,247,High-Value
5870,30,Male,141298,93,21,Medium-Value
5871,49,Female,99118,87,451,Medium-Value
5872,67,Male,105490,82,324,Low-Value
5873,46,Male,59265,78,243,High-Value
5874,63,Female,66313,81,288,Low-Value
5875,47,Male,64350,66,280,High-Value
5876,35,Female,35378,31,244,Medium-Value
5877,30,Male,129168,83,163,Medium-Value
5878,60,Female,138334,96,146,High-Value
5879,38,Female,137107,62,67,High-Value
5880,47,Female,89815,54,103,High-Value
5881,38,Female,47924,92,310,Medium-Value
5882,65,Female,102593,8,410,Low-Value
5883,34,Male,137490,42,444,Medium-Value
5884,57,Male,27312,41,125,Medium-Value
5885,36,Female,50353,59,117,Medium-Value
5886,69,Male,133744,40,472,High-Value
5887,32,Female,120673,22,251,High-Value
5888,26,Female,106450,24,321,Low-Value
5889,69,Male,36192,38,435,High-Value
5890,27,Male,37450,2,370,Low-Value
5891,61,Female,25432,41,226,High-Value
5892,48,Female,77225,19,188,Medium-Value
5893,40,Female,116548,2,187,Low-Value
5894,69,Female,118991,92,76,Medium-Value
5895,47,Female,98711,96,273,Low-Value
5896,50,Female,85604,62,469,Medium-Value
5897,69,Male,30295,83,149,Medium-Value
5898,26,Female,26774,16,195,High-Value
5899,64,Female,135107,94,364,Low-Value
5900,18,Male,32190,22,284,High-Value
5901,61,Female,51286,14,473,High-Value
5902,52,Female,96325,56,44,Low-Value
5903,28,Male,114450,65,454,Medium-Value
5904,51,Female,117480,45,446,Medium-Value
5905,33,Male,92427,54,170,Low-Value
5906,26,Female,107513,66,94,Medium-Value
5907,49,Male,84014,86,224,Medium-Value
5908,32,Male,115887,46,278,Low-Value
5909,29,Male,95852,33,38,Medium-Value
5910,50,Female,75256,79,270,High-Value
5911,62,Female,148477,50,482,Medium-Value
5912,31,Male,138580,22,235,Low-Value
5913,25,Male,118743,40,111,High-Value
5914,25,Female,78630,39,378,Medium-Value
5915,44,Female,135896,41,410,Medium-Value
5916,29,Female,111190,75,168,High-Value
5917,18,Female,82771,68,54,Medium-Value
5918,60,Female,71715,7,397,High-Value
5919,57,Male,27466,85,127,Medium-Value
5920,59,Female,146503,71,478,Medium-Value
5921,68,Male,37637,4,275,High-Value
5922,28,Female,146237,76,42,High-Value
